Cake_Flavor,Flour_Quantity (g),Sugar_Content (g),Butter_Quantity (g),Egg_Count,Milk_Quantity (ml),Oven_Temperature (°C),Baking_Time (min),Mixing_Time (min),Cooling_Time (min),Decoration_Time (min),Oven_Type,Frosting_Type,Ingredient_Source,Production_Cost (₹),Temperature_Humidity (%),Ingredient_Quality_Score,Baker_Experience (years),Customer_Rating,Cake_Quality,Cake_Quality_Encoded
2,219.2,209.7,136.3,4,171.1,227.4,23.4,13.5,22.6,6.0,1,3,1,232.5,55.3,7.7,2.0,3.7,2,2
4,238.1,172.4,115.9,3,137.3,198.7,38.0,7.7,18.5,10.9,2,3,2,323.2,52.2,8.2,10.0,3.7,2,2
2,262.7,243.4,125.5,2,182.4,194.7,35.156114519427405,8.2,8.2,8.9,1,0,3,351.3,56.1,6.5,4.0,2.8,0,0
2,299.4,190.5,145.6,4,195.9,223.0,35.6,7.5,22.8,15.4,2,0,2,318.2,49.4,8.1,3.0,3.2,2,2
7,220.6,198.8984699992949,133.1,3,178.2,221.9,48.9,10.4,10.3,18.8,1,0,1,249.6,55.1,7.7,4.0,4.2,2,2
5,347.6,212.0,131.4,5,249.1,212.7,36.2,11.9,17.1,5.6,1,0,1,346.4,49.8,7.3,9.0,4.0,2,2
7,283.9,162.0,142.2,2,239.4,175.6,37.4,5.7,13.0,8.8,2,3,3,495.0,46.9,7.4,8.0,5.0,2,2
7,335.2,183.7,145.4,3,158.3,179.3,37.6,10.7,14.994355296790683,8.5,2,3,2,213.9,59.3,7.5,4.0,4.4,3,3
1,251.4,215.1,120.1,2,192.8,190.7,20.0,7.7,16.0,8.3,1,1,2,350.3,54.7,8.4,6.0,4.7,2,2
0,296.5,196.7,167.6,2,191.4,190.8,22.9,6.6,12.4,9.0,1,0,3,271.6,43.7,9.3,15.0,3.8,1,1
2,280.9,211.2,135.8,2,194.2,185.3,33.6,10.3,18.0,10.5,2,0,2,262.5,59.5,5.3,4.0,4.2,0,0
5,309.5,197.4,146.7,2,176.9,207.7,48.8,15.5,11.4,9.3,1,3,1,311.35,53.4,6.9,8.0,4.5,0,0
3,270.2,226.4,140.1,1,221.1,208.8,31.3,10.0,13.7,2.7,1,3,2,308.5,53.0,9.3,8.0,3.8,1,1
7,295.3,197.8,131.2,3,167.5,234.1,39.2,12.9,22.9,4.8,1,1,2,422.6,66.1,5.8,13.0,5.0,0,0
2,322.5,232.6,158.7,2,189.3,189.4,27.5,10.5,12.5,12.0,2,0,1,410.8,51.1,8.2,9.0,4.5,2,2
8,257.8,178.8,139.8,2,236.3,188.8,42.6,9.6,21.7,7.1,1,0,1,235.8,51.8,8.0,15.0,3.9,2,2
6,286.5,193.0,139.6,4,178.2,201.3,23.2,11.5,12.8,7.0,2,0,3,295.2,50.2,4.7,10.0,2.7,3,3
6,228.8,184.7,108.9,4,154.9,180.8,43.6,8.2,16.9,11.4,1,0,2,191.3,52.9,5.2,2.0,4.0,0,0
2,304.6,198.8984699992949,156.3,2,197.3,236.0,34.7,5.5,15.3,12.9,2,0,1,321.1,53.2,9.7,7.0,3.9,1,1
9,368.6,198.8984699992949,135.1,3,193.8,192.9,33.5,6.0,14.1,23.2,2,3,2,245.5,61.6,8.1,6.0,3.3,2,2
6,242.5,191.0,154.6,3,225.2,197.0,40.5,9.5,22.5,7.9,2,2,1,357.6,62.0,8.7,7.0,3.6,2,2
2,274.9,182.9,181.6,2,245.4,200.5,45.8,11.0,9.6,17.3,2,2,2,473.9,48.5,7.3,7.0,4.6,2,2
5,312.3,186.9,156.4,5,168.2,196.0,22.5,10.6,14.1,15.5,2,0,2,241.5,58.7,8.1,1.0,4.0,2,2
6,279.0,195.3,139.2,3,175.9,194.1,40.5,8.0,10.8,0.7,1,2,1,255.7,50.6,6.7,5.0,3.4,0,0
7,283.7,166.3,133.2,3,180.6,198.7,21.8,9.9,10.3,17.1,1,2,2,231.9,51.9,7.0,10.0,3.6,2,2
1,265.3,163.6,139.1,2,194.7,199.7,29.6,8.3,11.7,9.3,1,2,1,383.6,48.6,6.1,7.0,4.4,0,0
4,264.2,196.7,148.2,1,208.2,206.4,20.0,6.1,17.9,2.7,1,3,2,431.1,53.1,7.2,3.0,4.3,2,2
8,275.0,159.8,142.3,3,167.0,190.9,32.8,4.4,8.4,14.0,1,1,2,225.8,51.7,8.8,7.0,4.2,2,2
2,279.4,191.7,134.9,4,257.4,208.8,36.6,8.9,16.7,21.2,2,1,2,202.8,57.8,8.3,13.0,2.9,2,2
2,244.0,188.4,124.2,2,133.5,198.8,42.7,12.2,12.4,5.7,0,3,2,249.3,50.3,8.9,1.0,3.2,2,2
5,275.7,207.5,113.0,2,146.3,202.4,37.5,9.7,20.1,10.7,2,3,3,217.8,48.0,9.8,8.0,4.1,1,1
2,346.2,183.4,177.2,4,199.5,206.3,35.4,5.6,13.8,13.3,1,0,1,221.6,56.5,7.3,8.0,4.6,2,2
1,264.5,237.6,125.7,2,173.2,213.9,42.4,13.2,14.6,4.3,2,0,2,482.2,59.8,9.2,14.0,3.2,1,1
2,242.7,215.3,134.8,4,161.7,210.4,45.8,7.6,15.6,5.0,1,2,1,368.8,57.3,7.2,9.0,5.0,2,2
5,272.9,198.8984699992949,136.3,2,213.7,197.9,43.4,3.0,13.8,14.2,2,1,2,223.8,59.2,6.8,1.0,5.0,0,0
7,256.0,190.0,174.3,3,207.6,198.4,51.7,9.6,10.4,12.2,1,0,2,442.4,52.8,7.4,12.0,3.5,2,2
0,240.3,236.1,125.9,4,226.5,182.9,30.7,13.2,16.0,17.0,2,0,2,335.3,44.5,6.7,4.0,3.2,0,0
2,282.8,183.0,143.3,2,150.0,195.6,45.2,10.4,15.1,15.8,1,0,1,344.7,45.8,9.2,15.0,3.6,1,1
5,256.1,194.4,148.8,4,207.6,200.0,23.3,6.6,17.4,10.7,0,1,3,229.1,57.6,9.8,2.0,3.5,1,1
7,258.5,232.0,118.4,2,207.2,214.6,25.0,6.9,13.6,10.6,1,0,3,265.5,51.6,9.3,2.0,3.4,1,1
3,283.3,185.6,117.4,3,150.6,170.0,34.9,13.2,10.3,12.5,1,1,1,323.8,48.6,7.3,7.0,4.1,2,2
2,236.0,223.2,126.6,2,179.5,203.4,31.2,7.9,10.7,4.9,1,1,2,186.9,56.1,8.1,7.0,3.9,2,2
3,231.7,179.8,143.0,2,214.1,187.1,40.6,5.9,15.1,6.4,2,2,2,316.3,63.4,6.9,2.0,4.0,0,0
4,303.3,158.9,140.4,3,230.9,211.9,38.7,6.4,11.5,5.0,1,3,1,232.8,55.9,7.8,6.0,5.0,2,2
7,227.9,226.4,136.1,3,173.7,223.3,47.6,8.8,15.0,2.6,2,0,1,333.8,66.7,6.5,6.0,3.7,0,0
8,249.1,205.0,152.1,3,148.5,197.5,39.3,13.8,20.2,8.5,0,3,2,332.3,47.8,6.2,9.0,4.1,0,0
9,230.5,206.6,124.7,1,240.2,225.6,38.8,11.9,14.994355296790683,14.3,1,1,2,440.8,64.6,6.2,3.0,3.5,0,0
1,262.5,177.2,142.03971788134422,3,179.6,213.6,25.9,10.2,12.0,1.3,2,1,2,499.2,46.5,7.7,5.0,3.7,2,2
5,293.5,178.3,136.2,2,132.4,200.5,33.0,17.2,18.8,10.1,1,1,2,432.1,43.9,9.5,8.0,5.0,1,1
7,281.8,224.0,125.1,2,170.9,177.4,42.4,11.5,6.6,12.7,2,3,1,205.9,49.5,7.9,14.0,2.6,2,2
7,278.4,200.6,139.1,3,221.2,204.7,35.156114519427405,10.0,16.8,9.9,1,2,2,194.5,53.4,7.7,2.0,4.3,2,2
2,321.8,193.1,111.3,5,145.8,186.4,28.3,8.6,20.7,12.5,1,1,2,210.7,58.6,8.0,3.0,4.4,2,2
1,250.2,200.1,168.2,3,182.1,165.9,44.4,9.9,17.9,1.9,1,0,1,255.1,57.2,5.9,1.0,4.5,0,0
2,243.6,235.5,155.8,2,168.4,183.0,35.1,7.6,12.4,9.3,1,2,2,280.4,51.8,6.5,12.0,5.0,0,0
0,278.4,212.0,156.0,5,177.1,223.7,35.156114519427405,10.2,18.4,8.4,0,1,1,267.6,54.1,7.9,2.0,3.4,2,2
5,320.6,186.7,140.0,1,165.3,200.4,28.4,9.3,14.8,11.1,0,0,2,395.5,58.0,10.0,6.0,2.9,1,1
1,299.9,173.1,171.0,3,195.6,221.0,31.2,10.0,16.5,11.8,2,0,2,285.6,51.7,6.2,1.0,3.7,0,0
2,280.5,208.6,130.6,2,171.4,228.9,34.3,9.2,23.2,9.2,1,3,2,488.0,57.4,8.7,7.0,4.7,2,2
6,287.6,179.6,146.1,4,201.4,202.8,42.1,13.3,19.7,13.5,1,2,1,296.7,47.3,8.4,8.0,3.7,2,2
5,237.1,176.0,139.6,2,167.2,189.8,47.1,9.8,5.1,11.8,1,1,2,214.9,57.8,7.0,1.0,3.5,2,2
0,283.4,229.1,134.1,3,220.6,183.6,31.1,11.8,16.2,13.9,2,0,2,245.4,53.3,8.0,10.0,3.2,2,2
2,280.4,216.0,140.5,4,178.7,197.3,30.6,10.9,12.7,13.2,1,0,2,311.35,54.6,8.3,6.0,4.5,2,2
2,250.9,203.8,123.5,4,146.0,185.6,41.0,11.3,10.2,11.9,1,2,3,174.4,58.7,7.1,9.0,5.0,2,2
2,261.0,175.2,127.4,2,154.3,200.22282749675747,33.0,9.9,12.4,2.5,2,0,2,244.6,52.2,9.0,8.0,3.2,1,1
8,343.3,196.7,179.3,2,147.2,188.8,43.6,4.8,18.0,19.1,1,3,2,293.0,62.8,6.6,10.0,3.5,0,0
2,273.7,220.4,139.1,1,148.4,194.2,40.1,12.6,16.1,6.5,2,2,1,365.1,50.9,8.7,7.0,4.1,2,2
6,278.4,189.7,149.0,4,143.7,194.6,30.3,4.3,15.7,3.3,1,3,2,287.4,55.5,6.0,3.0,3.0,0,0
9,231.7,186.0,156.7,5,148.8,196.9,42.4,14.3,14.994355296790683,13.4,1,0,3,305.4,46.1,6.7,2.0,3.5,0,0
3,261.4,197.1,143.2,2,178.1,205.4,39.0,11.5,14.5,8.5,1,0,1,294.1,43.9,7.8,12.0,3.3,2,2
1,235.7,186.6,147.5,2,204.6,195.5,33.2,10.8,15.2,13.9,1,2,2,277.3,56.0,8.0,2.0,3.7,2,2
5,243.3,196.7,149.5,3,142.9,211.4,38.7,10.1,7.8,5.6,2,1,1,338.7,57.6,8.4,7.0,4.8,2,2
7,252.9,188.2,162.1,3,155.5,210.7,27.1,13.9,14.994355296790683,10.7,1,0,3,398.8,46.3,7.1,9.0,3.3,2,2
2,289.2,198.8984699992949,177.8,2,207.2,216.3,31.8,14.0,17.2,9.4,2,3,1,243.0,43.4,6.2,4.0,4.3,0,0
2,287.4,238.2,124.3,3,173.4,196.4,41.3,5.4,14.994355296790683,15.1,1,1,1,442.7,55.4,7.1,2.0,1.9,2,2
7,257.0,185.1,139.1,2,135.7,181.4,32.8,3.0,14.994355296790683,8.1,1,1,2,228.2,51.7,6.8,10.0,3.6,0,0
0,222.5,198.8984699992949,140.9,1,179.5,194.6,35.156114519427405,11.7,13.5,14.0,1,2,1,496.9,51.1,8.1,9.0,4.7,2,2
6,341.3,210.8,140.9,2,190.5,184.7,23.4,10.0,13.0,4.0,1,1,2,384.3,53.3,9.0,7.0,5.0,1,1
1,268.6,194.3,131.1,4,188.8,212.3,34.5,8.1,16.7,16.2,0,2,3,218.1,56.0,8.1,1.0,2.2,2,2
7,245.6,178.9,131.2,4,178.2,178.7,36.9,10.3,16.0,17.1,1,0,2,271.2,58.6,7.9,1.0,3.2,2,2
0,287.7,194.5,151.2,3,156.8,203.9,30.0,7.0,14.6,13.7,1,1,2,493.0,51.6,8.3,6.0,4.0,2,2
5,285.1,176.1,151.7,2,219.8,201.6,35.9,11.5,14.4,9.9,1,1,2,341.7,56.6,6.5,10.0,4.8,0,0
5,267.4,195.0,150.0,1,177.5,211.0,36.8,7.5,13.8,20.3,2,0,1,202.9,64.8,8.8,6.0,3.6,2,2
7,283.1,213.3,130.5,2,194.3,202.7,26.8,9.5,15.3,7.6,1,0,1,346.3,52.2,7.0,14.0,4.3,2,2
5,244.6,242.9,107.5,2,159.5,197.5,20.0,11.4,11.6,15.9,1,1,2,235.0,47.8,7.8,9.0,4.0,2,2
5,307.0,177.3,114.4,2,158.9,183.1,27.7,8.1,11.3,16.9,1,1,2,409.5,52.0,9.9,5.0,3.3,1,1
0,248.5,190.6,138.5,4,145.1,232.0,20.0,8.6,15.5,3.8,1,2,2,387.8,51.4,6.4,8.0,4.1,0,0
9,259.0,185.8,144.9,2,140.5,197.5,40.8,9.6,14.3,13.6,2,1,2,352.7,52.9,5.9,9.0,5.0,0,0
7,302.4,201.2,131.0,3,202.0,192.9,44.1,10.8,16.6,13.6,2,2,1,328.9,63.4,6.4,7.0,3.6,0,0
2,327.4,171.7,126.9,3,162.5,200.1,25.6,14.0,9.2,10.284815218873584,1,1,1,233.4,59.6,8.0,15.0,4.5,2,2
5,347.2,179.5,144.1,4,178.2,218.9,26.5,8.7,15.5,10.284815218873584,1,3,3,327.6,44.5,7.4,7.0,4.5,2,2
6,320.3,169.8,136.3,3,164.2,194.4,32.0,12.2,12.6,4.1,1,2,1,358.0,47.7,8.0,8.0,4.9,2,2
2,267.4,172.7,130.1,2,202.0,219.4,29.7,11.6,19.4,8.6,1,1,1,384.3,53.2,7.0,4.0,3.4,2,2
8,235.8,183.6,116.1,3,180.1,201.6,29.0,10.8,9.9,12.9,2,2,2,430.9,55.2,8.9,12.0,3.5,2,2
1,337.5,241.2,124.9,3,133.6,211.1,21.2,12.6,15.3,11.0,1,3,2,277.6,56.6,6.5,15.0,3.8,0,0
9,335.7,202.9,159.3,2,143.0,202.5,34.6,14.6,17.1,13.4,1,3,1,296.1,63.5,7.0,3.0,4.3,2,2
2,257.2,196.8,123.3,2,139.6,209.9,27.6,10.2,10.7,10.6,2,2,1,254.2,56.1,6.7,10.0,3.5,0,0
3,314.1,230.1,152.4,1,237.0,213.8,22.4,12.0,17.8,5.5,2,2,2,255.8,61.1,8.1,11.0,5.0,2,2
0,267.1,203.7,142.03971788134422,2,228.8,205.5,31.1,8.3,14.4,12.7,2,1,2,309.4,55.0,8.5,7.0,3.9,2,2
5,342.6,205.9,125.6,2,178.2,229.3,36.1,8.9,19.1,9.8,1,0,3,311.35,55.8,9.4,8.0,3.8,1,1
6,261.7,186.7,142.03971788134422,2,126.7,196.5,33.2,6.9,18.0,12.7,1,1,3,311.6,57.4,7.6,4.0,4.3,2,2
4,278.4,184.0,160.8,2,142.5,220.1,39.0,9.1,8.8,10.2,1,0,3,311.35,51.3,7.8,13.0,2.9,2,2
5,308.2,174.3,167.9,3,199.4,189.2,50.5,10.8,13.6,15.0,1,1,2,291.6,49.3,8.5,10.0,4.7,2,2
7,359.2,184.6,127.6,2,156.5,205.0,34.6,10.0,19.6,15.3,1,3,1,213.6,53.5,4.5,9.0,4.1,3,3
5,263.2,190.1,116.0,3,202.9,186.4,46.2,9.3,17.4,7.1,0,3,2,237.6,58.2,7.9,2.0,3.0,2,2
9,292.6,202.8,168.6,3,165.0,186.6,23.6,9.3,15.9,8.4,1,3,2,191.8,57.6,7.3,2.0,2.7,2,2
2,249.2,194.7,150.5,3,162.2,222.9,20.0,9.6,13.4,3.5,1,0,3,250.7,52.8,5.9,10.0,5.0,0,0
3,310.7,188.6,146.3,1,133.7,198.7,28.2,9.6,18.9,21.7,1,1,1,335.0,59.8,8.1,4.0,1.8,2,2
0,313.1,179.8,158.8,4,161.4,195.8,31.7,14.7,10.4,7.7,0,1,2,385.5,55.5,8.0,3.0,4.0,2,2
0,278.4,204.1,120.6,4,190.8,184.2,25.4,9.9,14.994355296790683,7.8,2,3,2,406.8,48.5,6.2,11.0,3.2,0,0
2,295.6,186.3,146.1,3,151.1,198.1,39.9,6.9,13.9,7.5,2,0,2,301.3,56.5,8.6,6.0,4.7,2,2
6,305.5,203.0,133.2,2,180.5,187.2,30.0,15.5,17.6,5.5,1,1,2,522.6,53.2,8.3,2.0,4.1,2,2
2,263.0,167.4,150.9,3,149.7,222.6,33.6,9.8,14.994355296790683,15.5,2,1,1,275.9,59.0,7.2,5.0,4.0,2,2
2,298.0,202.7,155.8,4,156.3,208.6,34.7,9.5,22.9,10.6,2,2,1,305.3,55.4,6.6,9.0,4.3,0,0
9,265.7,212.7,160.5,2,158.1,208.2,44.7,7.3,13.2,9.1,0,0,2,329.2,55.6,7.8,14.0,2.9,2,2
7,281.9,209.4,150.8,4,194.2,196.5,30.1,7.7,19.5,2.1,1,1,1,221.6,49.2,7.3,13.0,3.7,2,2
6,284.0,191.6,143.1,2,209.4,187.9,35.156114519427405,14.8,14.1,11.9,2,1,3,332.0,52.4,6.1,8.0,3.8,0,0
2,266.5,217.2,143.8,2,256.4,217.4,44.8,7.3,7.8,5.7,1,1,2,306.4,52.9,7.7,1.0,4.5,2,2
5,280.1,174.8,145.6,5,206.2,196.6,46.8,7.7,11.5,9.7,2,1,1,331.4,44.0,7.8,7.0,3.4,2,2
2,265.8,193.7,127.9,2,190.5,183.8,46.7,11.8,13.9,9.0,1,0,2,308.3,47.5,7.8,6.0,1.3,2,2
9,265.7,191.7,131.8,3,252.9,228.3,46.3,5.3,16.0,16.5,1,3,2,472.9,47.5,6.6,5.0,2.9,0,0
6,321.3,220.6,146.4,3,187.4,198.7,20.0,13.0,12.7,13.6,2,0,1,219.6,51.2,5.9,2.0,4.7,0,0
9,284.1,166.3,152.1,1,199.8,200.8,27.1,11.8,18.5,15.0,1,0,2,376.3,53.6,9.0,7.0,4.5,1,1
7,290.4,177.7,127.5,2,213.5,204.2,51.4,9.6,10.7,3.0,1,2,3,284.6,48.9,6.8,4.0,5.0,0,0
2,237.7,244.0,121.9,2,184.0,234.6,39.5,11.2,18.2,14.2,2,1,2,313.6,53.5,8.5,8.0,4.1,2,2
1,293.3,162.5,115.5,2,176.1,193.7,49.1,14.7,12.2,13.8,1,2,3,213.5,52.8,6.0,4.0,4.6,0,0
7,297.5,214.4,119.8,2,173.1,218.9,42.2,12.4,11.6,11.1,1,3,2,311.6,48.6,7.5,11.0,3.1,3,3
5,265.1,183.0,129.2,3,161.5,189.8,39.2,12.7,10.1,8.4,2,0,1,304.6,46.1,9.6,1.0,4.0,1,1
0,278.4,200.8,130.6,2,163.6,206.4,39.5,11.6,14.2,11.6,1,3,3,189.7,51.2,6.5,1.0,4.7,0,0
2,221.5,232.3,133.2,3,218.1,184.7,33.8,9.4,14.1,5.7,0,2,1,320.1,56.2,6.9,3.0,4.5,0,0
4,308.1,201.7,120.4,3,148.5,194.4,35.3,9.7,22.2,12.3,1,2,2,334.5,56.5,5.6,1.0,3.5,0,0
6,305.0,233.0,114.2,2,182.8,176.8,26.0,10.6,14.4,11.5,2,1,2,163.7,46.8,6.7,9.0,3.9,0,0
7,298.0,186.4,140.6,3,177.5,206.6,30.6,11.9,23.5,15.9,1,0,2,406.2,61.6,6.5,8.0,4.0,0,0
2,284.1,188.7,140.6,3,141.4,204.9,31.5,8.7,13.7,9.8,1,0,1,286.2,46.6,8.3,3.0,4.7,2,2
2,298.3,213.7,151.4,4,208.6,184.0,38.0,11.6,15.5,2.8,1,3,3,388.0,59.4,8.5,2.0,4.2,2,2
3,311.7,187.3,156.2,4,143.2,198.7,40.8,9.3,11.0,8.7,1,1,2,317.8,65.0,6.0,4.0,2.9,0,0
0,255.7,208.8,146.1,3,157.0,199.5,42.6,10.7,14.1,19.6,1,2,1,311.35,51.2,6.3,5.0,4.6,0,0
2,288.6,225.0,140.4,1,175.6,200.22282749675747,50.2,10.2,5.9,9.4,2,3,3,308.0,54.9,7.4,10.0,4.0,2,2
2,271.8,215.9,157.8,3,238.1,184.5,42.6,11.2,14.994355296790683,10.6,1,1,2,372.6,50.3,6.9,4.0,5.0,0,0
0,246.1,171.0,174.0,3,196.2,211.9,41.3,11.1,17.9,13.6,1,3,1,377.6,47.5,9.2,6.0,4.8,1,1
6,305.2,189.0,127.2,2,188.7,185.5,24.4,10.0,14.994355296790683,2.4,1,1,1,210.0,51.8,6.4,3.0,3.9,0,0
7,260.2,201.4,155.0,5,231.3,211.6,22.1,7.5,12.3,12.0,1,3,2,281.9,51.9,5.7,6.0,4.4,0,0
7,236.8,190.8,127.9,1,170.2,200.22282749675747,37.9,14.1,14.994355296790683,6.1,2,3,1,215.0,51.0,8.9,7.0,3.9,2,2
2,261.0,197.1,142.5,3,178.2,205.6,32.6,8.6,12.2,13.8,1,2,2,244.4,49.9,8.1,8.0,3.4,2,2
0,253.7,201.7,163.1,2,195.6,195.3,36.2,13.5,13.0,2.9,2,3,2,376.6,50.4,7.5,9.0,4.3,3,3
1,319.0,185.8,142.03971788134422,3,182.6,212.0,26.2,6.5,16.4,10.5,1,3,1,531.0,54.6,6.7,9.0,4.5,0,0
9,283.3,191.7,123.5,4,134.1,180.7,35.1,6.7,10.0,21.5,2,0,1,404.5,53.5,6.8,12.0,4.1,0,0
6,336.3,176.0,130.4,4,214.4,205.9,31.0,13.3,18.5,11.9,2,3,2,267.9,66.7,7.9,6.0,3.9,2,2
9,257.3,186.6,123.5,3,196.9,184.5,38.7,15.2,20.6,13.1,1,0,1,289.8,54.9,7.6,3.0,3.7,2,2
5,312.0,171.7,122.0,4,171.4,188.8,39.8,11.8,14.7,13.2,1,0,3,304.0,57.6,7.6,8.0,4.6,2,2
7,278.4,197.9,167.1,3,163.4,208.2,37.6,5.8,14.9,19.3,1,3,2,261.9,62.8,10.0,5.0,3.2,1,1
4,290.7,191.7,149.3,4,178.2,199.0,26.0,13.4,5.0,13.3,1,0,1,472.9,56.7,8.0,5.0,4.3,2,2
5,311.5,198.8984699992949,126.6,2,155.7,204.5,33.9,7.2,14.7,10.9,2,2,1,218.0,54.3,6.2,7.0,4.9,0,0
6,304.2,198.8984699992949,123.1,3,190.0,211.4,48.5,6.7,13.7,12.4,1,0,1,526.1,46.8,8.9,14.0,3.9,2,2
7,238.5,198.8984699992949,123.9,2,179.4,201.0,30.9,10.5,9.8,13.3,1,0,2,342.8,50.8,10.0,5.0,3.5,1,1
2,299.8,201.5,126.6,4,202.6,196.1,29.6,8.5,18.9,8.3,1,0,3,297.4,50.2,5.1,2.0,5.0,0,0
2,288.9,183.9,165.5,2,131.8,184.2,41.2,12.4,8.3,8.0,0,3,2,338.4,56.7,5.2,7.0,3.2,0,0
0,269.4,187.7,136.2,1,202.0,198.7,30.5,11.5,18.2,10.4,1,3,2,301.1,52.9,7.4,7.0,1.9,2,2
2,251.4,202.4,139.1,5,243.6,207.6,27.8,9.0,13.9,14.0,1,2,3,287.5,50.8,9.7,7.0,4.2,1,1
0,304.2,189.2,142.03971788134422,3,132.2,198.3,29.5,11.9,22.1,6.5,2,0,2,365.5,47.5,6.0,6.0,4.4,0,0
7,249.2,195.5,128.6,2,152.0,193.4,42.8,16.7,22.2,6.6,0,2,2,265.0,62.0,6.8,4.0,2.8,0,0
7,278.4,214.2,159.1,3,197.9,201.7,33.5,9.2,18.8,17.6,1,3,3,310.5,51.1,6.2,12.0,4.8,0,0
5,281.9,185.9,142.03971788134422,3,174.1,198.2,41.5,11.1,21.1,15.1,1,3,1,255.6,46.9,6.8,3.0,4.4,0,0
7,243.0,174.0,141.9,4,202.3,207.2,44.5,11.8,16.5,15.2,1,3,2,383.6,48.5,6.3,12.0,3.9,0,0
9,261.7,171.7,120.3,2,204.8,189.8,31.5,11.7,22.6,8.4,2,1,1,430.0,53.3,5.6,2.0,3.6,0,0
7,268.8,198.8984699992949,111.1,2,185.7,231.4,33.7,16.3,13.5,7.6,1,2,1,270.0,55.2,8.0,5.0,2.7,2,2
0,278.4,217.6,136.1,3,252.2,210.2,33.1,13.5,18.1,13.2,1,2,1,256.9,57.9,9.1,5.0,4.2,1,1
9,251.4,210.3,156.7,3,205.2,175.2,28.6,7.1,16.2,7.3,2,0,3,329.7,54.2,7.2,2.0,4.1,2,2
7,274.0,187.3,142.4,4,143.5,203.0,43.0,7.1,17.2,6.9,0,3,2,380.4,42.5,5.5,3.0,3.9,0,0
5,261.0,198.8984699992949,140.0,1,203.1,212.4,31.6,9.7,12.1,11.9,2,2,1,378.1,52.9,6.3,4.0,3.9,0,0
2,296.3,190.1,108.1,3,177.3,180.5,26.7,11.8,13.1,10.8,1,1,1,397.9,50.4,7.2,6.0,3.2,2,2
2,261.5,193.6,135.4,2,197.2,218.4,48.7,13.1,15.0,2.2,1,0,2,437.2,51.2,9.1,6.0,2.9,1,1
2,245.0,176.7,135.6,3,222.8,209.1,35.156114519427405,13.1,15.3,10.6,1,3,2,313.8,58.1,6.3,2.0,3.9,0,0
3,271.5,172.3,151.4,4,244.5,180.6,34.5,10.0,17.4,10.0,1,1,2,251.4,58.0,6.7,13.0,3.6,0,0
2,268.2,169.3,122.1,2,181.0,195.6,30.4,11.8,16.5,5.1,1,0,3,305.5,60.0,8.7,11.0,4.1,2,2
2,259.4,210.3,156.6,3,208.6,182.5,25.8,14.8,12.0,11.8,1,3,1,375.0,50.5,7.7,1.0,3.1,2,2
7,261.0,175.7,129.6,3,148.9,213.0,23.1,11.6,11.8,8.9,1,2,2,435.7,51.0,7.6,5.0,5.0,2,2
2,326.4,202.0,133.0,4,164.5,184.0,41.9,11.2,15.2,11.3,1,2,1,231.1,52.2,6.9,11.0,5.0,0,0
0,267.5,188.0,149.2,3,161.8,185.1,30.5,13.0,14.994355296790683,5.4,1,3,3,371.7,53.7,8.7,10.0,3.9,2,2
2,245.1,208.7,142.03971788134422,2,216.9,199.6,20.0,10.7,5.0,1.8,1,1,2,227.4,51.8,5.2,1.0,4.5,0,0
2,263.2,202.6,156.4,3,250.3,198.7,28.5,12.1,15.5,3.6,1,1,1,347.1,62.9,8.1,6.0,3.9,2,2
0,279.8,191.0,118.7,5,178.2,220.9,32.7,15.6,16.7,8.8,1,0,3,439.8,43.9,8.7,4.0,3.4,2,2
7,240.4,198.2,152.2,3,209.6,184.4,29.1,6.6,17.9,5.8,1,1,2,344.7,66.0,5.6,9.0,4.3,0,0
0,349.4,193.3,134.0,4,220.8,181.6,39.0,9.5,16.0,18.6,1,3,2,339.5,59.3,9.2,4.0,3.9,1,1
6,311.7,184.3,135.4,1,135.3,189.6,31.6,8.2,14.8,15.2,2,1,1,217.2,56.4,7.2,12.0,3.3,2,2
7,338.8,219.0,105.3,2,134.2,179.5,41.9,8.0,13.9,7.2,1,0,2,331.5,54.1,6.9,10.0,5.0,0,0
0,292.1,187.6,128.4,4,153.9,212.1,41.9,8.4,23.8,11.2,1,1,1,195.2,45.3,7.4,3.0,3.7,2,2
2,224.9,193.7,134.5,2,145.0,209.6,27.0,3.6,12.8,6.7,0,2,2,238.3,55.3,6.2,7.0,3.7,0,0
6,344.4,173.0,178.2,1,195.9,214.5,29.2,8.7,14.5,15.1,0,0,2,308.4,48.2,6.7,3.0,4.2,0,0
5,252.0,201.3,137.6,3,250.8,199.1,43.4,13.3,13.1,5.1,1,0,2,480.2,50.8,6.9,7.0,4.9,0,0
7,254.2,198.8984699992949,127.5,1,178.7,200.2,37.3,6.3,10.6,5.7,1,2,3,288.8,43.9,6.8,3.0,3.7,0,0
6,283.4,186.6,156.7,2,159.3,183.5,40.6,4.8,17.4,4.5,1,2,2,254.9,53.1,5.8,6.0,3.6,0,0
3,336.1,180.8,129.7,1,188.5,202.8,40.6,8.3,10.6,6.7,1,1,2,245.5,57.4,8.7,11.0,4.0,2,2
1,320.2,193.0,162.0,3,157.7,221.8,29.6,7.7,15.8,8.0,1,3,2,273.3,51.6,6.1,2.0,5.0,0,0
6,313.4,166.4,143.4,3,162.3,191.8,55.0,12.6,18.6,11.1,1,2,1,311.35,54.3,8.2,9.0,4.9,2,2
